Time,Command,X,Y,Distance range 0,Distance range 1,Distance range 2,Distance range 3,Distance range 4,Distance range 5,Distance range 6,Distance range 7,Distance range 8,Distance range 9,Distance range 10,Distance range 11
61.971207,a,,,2419.75,4067.75,5741.75,4390.25,2271.25,2005.0,1376.0,1134.25,1279.0,2084.75,0.0,1488.25
62.035519,a,,,0.0,3967.0,5620.5,7159.0,2309.75,2890.25,1460.75,1128.75,1226.25,1851.5,0.0,0.0
62.099708,a,,,0.0,3944.5,5170.75,4373.75,2190.5,3257.75,1420.0,1144.0,1208.0,1756.75,1308.25,0.0
62.163104,a,,,0.0,3910.5,5030.5,7333.25,3832.75,2939.25,1515.0,1154.25,1175.5,1607.25,0.0,4107.75
62.226913,a,,,0.0,3736.5,5296.0,7015.5,2154.0,3784.0,1638.0,1181.75,1158.75,1543.5,3854.25,2435.25
62.290472,a,,,0.0,3872.75,5230.0,4431.0,3900.25,4904.25,1720.5,1196.75,1142.25,1481.75,0.0,2409.0
62.353789,a,,,2075.0,5778.25,5273.0,4879.25,3958.0,3756.75,1811.0,1214.0,1135.0,1401.0,0.0,0.0
62.417753,a,,,2632.25,5643.75,5217.5,6407.25,4522.75,9468.75,1916.0,1252.0,1129.0,1331.5,0.0,3652.25
62.482095,a,,,2075.5,5961.5,5168.25,6101.75,4487.75,5301.0,1831.25,1305.0,1134.25,1301.0,0.0,0.0
62.547421,a,,,6895.25,4803.75,4090.0,5830.75,5129.5,3392.75,1866.0,1336.0,1133.75,1254.0,1963.75,0.0
62.612133,a,,,0.0,0.0,4030.0,5643.75,8836.75,3468.5,2109.75,1398.5,1134.75,1219.5,2079.75,0.0
62.676204,a,,,0.0,0.0,3971.75,5202.75,4284.25,3576.75,2936.75,1469.5,1149.25,1237.0,1820.0,0.0
62.740314,a,,,0.0,0.0,3928.25,5363.5,5084.25,2154.0,3586.75,1566.0,1135.75,1191.5,1692.5,0.0
62.803295,a,,,0.0,0.0,5419.5,5288.25,7168.5,3906.25,4786.25,1501.75,1164.0,1167.0,1574.75,3837.0
62.867116,a,,,0.0,3099.75,3262.75,5288.25,6741.0,3834.25,4075.5,1683.75,1190.5,1149.5,1473.0,3427.5
62.931332,a,,,0.0,0.0,3271.75,5235.0,5293.5,3875.75,4698.5,1828.5,1219.0,1136.25,1429.75,0.0
62.994012,a,,,0.0,0.0,3327.5,5153.75,4852.25,3844.25,3580.5,1918.0,1236.5,1134.0,1357.25,0.0
63.057329,a,,,0.0,6882.0,4795.0,5215.0,6122.5,2083.0,3578.0,1872.25,1282.5,1129.0,1301.5,0.0
63.119776,a,,,3639.5,0.0,3938.75,4109.25,5827.75,9561.75,3370.5,1838.5,1334.25,1129.25,1255.75,1965.0
63.180848,a,,,4128.75,0.0,0.0,4030.0,5667.0,9053.0,3454.0,2088.75,1397.0,1135.5,1219.0,1824.5
63.245261,a,,,0.0,0.0,0.0,3970.25,5237.5,8486.75,3715.0,2908.25,1468.75,1145.75,1192.25,1754.0
63.309337,a,,,3755.25,0.0,0.0,3935.75,5262.75,4408.75,3893.0,3443.0,1544.0,1162.0,1208.0,1698.5
63.372623,a,,,3854.25,2439.0,0.0,5395.25,5350.5,5637.75,3910.5,3922.25,1633.5,1150.25,1168.5,1600.25
63.436468,a,,,3404.75,0.0,2852.5,5473.75,5232.5,6691.25,3841.25,4964.25,1573.25,1191.0,1152.0,1510.0
63.499729,a,,,0.0,0.0,2061.0,5635.0,4568.0,6422.5,0.0,4732.5,1743.25,1199.75,1141.75,1430.25
63.561423,a,,,2558.75,3412.25,0.0,5806.0,5222.5,8602.75,0.0,6622.0,1880.25,1231.5,1134.25,1374.25
63.623463,a,,,0.0,0.0,0.0,0.0,5210.25,6185.0,4190.0,6464.5,1912.75,1263.75,1127.75,1318.75
63.684115,a,,,2078.75,0.0,4463.0,0.0,5178.0,5978.0,4466.75,5738.75,1844.0,1305.5,1128.75,1278.5
63.745541,a,,,3416.5,2198.25,6882.0,3604.0,4069.25,5753.75,0.0,3363.0,1959.5,1359.25,1133.75,1235.0
63.809412,a,,,1736.0,0.0,0.0,0.0,4000.5,5679.0,0.0,3831.5,2716.0,1425.75,1135.75,1260.25
63.872571,a,,,1822.25,0.0,4339.25,5030.5,3956.5,5235.0,0.0,3682.25,3224.5,1511.0,1134.25,1205.5
63.936025,a,,,1696.25,0.0,0.0,0.0,3931.25,5319.25,5158.5,3810.5,4031.5,1462.0,1152.25,1176.5
63.999409,a,,,1574.5,3540.75,0.0,0.0,5419.5,5334.75,0.0,3894.5,3533.75,1605.25,1168.25,1152.0
64.061731,a,,,1477.0,3233.25,0.0,0.0,3901.75,5232.5,0.0,3918.0,3852.75,1729.75,1197.0,1145.5
64.125234,a,,,1404.0,2321.25,2424.75,0.0,3716.5,4560.0,0.0,3828.5,3682.25,1791.5,1207.25,1135.0
64.18801,a,,,1335.75,2570.5,3426.5,0.0,5809.0,5250.25,1901.0,3884.25,4655.0,1943.5,1244.0,1127.75
64.249148,a,,,1308.25,0.0,0.0,0.0,5690.75,5175.5,6132.75,4203.5,6325.25,1874.0,1289.75,1127.75
64.311338,a,,,1264.25,2031.75,0.0,0.0,0.0,4138.5,5951.75,5632.0,3540.75,1881.25,1343.0,1126.75
64.371459,a,,,1220.5,1295.5,0.0,0.0,0.0,4053.5,5693.75,9336.75,6017.5,2007.5,1374.75,1133.75
64.434156,a,,,1249.75,1849.0,0.0,0.0,0.0,3993.0,5255.25,0.0,3704.5,2828.5,1445.5,1141.5
64.49753,a,,,1196.75,1705.75,0.0,0.0,0.0,3923.75,5173.25,0.0,3712.5,3412.25,1530.5,1135.25
64.560274,a,,,1167.75,1596.75,0.0,0.0,0.0,5384.75,4489.75,1568.0,3855.5,3831.5,1477.25,1162.25
64.6231,a,,,1150.0,1490.75,3585.5,2587.25,1703.0,3932.75,5290.75,1477.0,3838.5,3773.0,1634.5,1175.5
64.686666,a,,,1135.5,1420.5,2362.25,3735.0,0.0,5723.75,4558.0,1816.75,3923.75,4050.25,1780.75,1205.0
64.749606,a,,,1128.25,1345.25,0.0,0.0,0.0,5772.0,5175.5,1945.0,3882.75,3608.0,1922.25,1241.0
64.811303,a,,,1126.25,1296.25,0.0,0.0,0.0,0.0,5232.5,1893.5,3867.0,9621.75,1876.0,1281.75
64.870784,a,,,1127.0,1246.0,2062.0,0.0,4509.0,0.0,5192.75,5951.75,5096.0,3383.25,1851.5,1327.75
64.931552,a,,,1134.0,1209.0,1311.25,0.0,2481.25,2424.75,4066.0,5726.75,8932.25,4751.75,2128.0,1398.75
64.994525,a,,,1143.0,1227.25,1786.0,3649.75,0.0,0.0,3985.25,5283.25,4339.25,3852.75,2987.5,1470.5
65.057856,a,,,1135.75,1182.25,1730.5,0.0,0.0,0.0,3928.25,5019.0,0.0,3759.5,3692.5,1569.0
65.115309,a,,,1157.75,1167.0,1603.25,3847.0,2653.0,0.0,5392.75,5217.5,0.0,3931.25,4163.25,1511.5
65.172427,a,,,1182.25,1148.75,1502.25,3425.25,0.0,2342.0,5504.25,5247.75,1960.25,4317.75,3623.0,1671.75
65.229348,a,,,1192.0,1134.0,1423.0,0.0,0.0,0.0,3239.0,5205.25,1914.25,3934.25,4859.0,1739.5
65.286753,a,,,1226.5,1127.25,1354.5,0.0,0.0,2013.25,3356.75,5195.25,1931.5,3928.25,3570.5,1903.75
65.343743,a,,,1264.0,1125.0,1302.0,2364.25,3434.0,0.0,5929.25,4550.0,1893.75,8446.75,5403.5,1896.5
65.400032,a,,,1305.0,1124.5,1254.75,2134.0,0.0,0.0,5812.25,5195.25,6041.0,9536.25,3551.25,1842.25
65.458102,a,,,1367.25,1126.75,1240.75,1920.75,0.0,0.0,0.0,4096.25,5812.25,9083.75,5501.5,2004.5
65.514948,a,,,1401.25,1128.25,1204.5,1755.0,0.0,0.0,0.0,3997.5,5620.5,0.0,4051.75,2176.0
65.571741,a,,,1499.5,1144.25,1168.75,1830.75,1300.5,4346.5,0.0,3953.5,5232.5,0.0,4788.25,3183.25
65.628641,a,,,1605.25,1151.5,1183.75,1670.5,0.0,4078.75,0.0,3919.5,5141.5,0.0,3804.75,3590.5
65.685509,a,,,1666.0,1143.0,1154.25,1558.25,3827.25,0.0,2341.5,4478.25,4511.0,0.0,3943.0,4745.25
65.74356,a,,,1603.25,1181.25,1137.75,1461.0,3454.0,0.0,3096.0,5471.0,4528.5,1962.5,3915.0,4688.0
65.801752,a,,,1810.5,1208.5,1128.25,1424.0,0.0,0.0,0.0,3302.0,4587.75,1935.0,4566.0,4008.25
65.858647,a,,,1880.5,1224.75,1127.25,1355.75,0.0,0.0,2026.5,3365.25,5180.5,6153.5,3967.0,3573.0
65.915968,a,,,1897.25,1262.25,1125.25,1302.0,2361.75,2585.25,0.0,5865.25,4120.5,1895.5,8420.25,5406.0
65.972817,a,,,1830.5,1306.5,1125.75,1261.0,2013.5,0.0,0.0,0.0,5188.0,5942.0,9477.25,3529.0
66.029675,a,,,1999.0,1364.25,1126.75,1220.25,1839.75,1300.75,0.0,0.0,4022.25,5720.75,9007.5,6143.25
66.084231,a,,,2748.75,1425.75,1134.75,1191.25,1718.25,4096.25,0.0,0.0,3993.0,5270.5,4099.5,4724.0
66.142043,a,,,3241.0,1509.5,1143.5,1165.5,1793.0,3451.75,0.0,0.0,3929.75,5247.75,0.0,3709.75
66.199231,a,,,4055.0,1601.25,1165.0,1182.25,1605.0,0.0,4110.75,0.0,5366.25,4484.0,0.0,3817.25
66.25606,a,,,4865.75,1717.25,1151.0,1147.75,1503.0,3871.25,0.0,0.0,5465.5,5296.0,1983.0,3900.25
66.312666,a,,,5583.0,1637.5,1190.0,1134.5,1428.0,0.0,2401.75,0.0,3897.5,5227.5,1934.75,3880.0
66.370078,a,,,5679.0,1853.5,1214.75,1126.75,1367.75,2592.75,3716.5,0.0,5278.0,5192.75,6199.25,4468.75
66.427752,a,,,9264.25,1878.75,1266.25,1119.5,1314.0,0.0,0.0,2025.25,5916.25,5178.0,6034.25,8582.0
66.485616,a,,,3398.25,1819.25,1311.25,1124.0,1259.0,2110.5,0.0,0.0,0.0,4080.25,6139.75,9570.25
66.54324,a,,,5560.25,1990.75,1359.25,1126.75,1215.5,1934.75,0.0,0.0,0.0,4145.0,5830.75,9060.75
66.600351,a,,,4773.25,2755.25,1425.5,1133.75,1185.75,1788.5,0.0,0.0,0.0,3976.25,5646.5,0.0
66.658924,a,,,6071.25,3341.0,1513.25,1144.75,1162.25,1640.5,0.0,0.0,0.0,3940.25,5210.25,0.0
66.716788,a,,,3851.25,3831.5,1575.5,1158.5,1149.75,1518.5,0.0,0.0,0.0,3903.25,5227.5,0.0
66.775261,a,,,3896.0,4562.0,1729.75,1191.5,1135.75,1573.75,3540.75,0.0,0.0,5487.5,5350.5,0.0
66.833032,a,,,3845.5,4836.75,1827.0,1209.0,1144.75,1461.5,3449.5,0.0,3110.5,3288.75,5220.0,1966.75
66.890748,a,,,3878.5,6027.5,1912.5,1193.0,1126.25,1376.25,2568.0,3694.0,0.0,5476.5,4151.75,0.0
66.950251,a,,,3872.75,5790.5,1919.5,1254.0,1124.25,1336.0,2406.25,0.0,0.0,0.0,5207.75,6078.0
67.008178,a,,,4444.25,3615.5,1872.5,1273.25,1119.75,1280.75,2284.25,0.0,0.0,0.0,4075.5,5981.25
67.065488,a,,,3842.75,3391.75,1851.75,1324.5,1125.0,1236.75,2051.75,0.0,0.0,2424.0,4039.25,5673.0
67.12383,a,,,8939.75,3445.25,2082.25,1380.25,1132.0,1209.0,1795.75,0.0,0.0,4386.5,3967.0,5753.75
67.18149,a,,,0.0,3720.5,2896.25,1448.75,1134.5,1183.25,1675.0,0.0,4098.0,0.0,3990.0,5242.5
67.239575,a,,,0.0,3670.5,3440.75,1526.5,1150.75,1163.75,1579.75,3831.5,0.0,4377.25,3920.75,5178.0
67.297735,a,,,0.0,3916.5,4075.5,1626.5,1168.25,1148.75,1491.25,3372.5,0.0,0.0,5398.0,4501.25
67.355863,a,,,1868.0,3827.25,4663.25,1732.75,1196.0,1136.25,1427.5,3688.75,4008.25,2348.25,5468.25,4524.5
67.41351,a,,,2156.25,3893.0,6618.0,1873.0,1224.25,1126.75,1471.0,0.0,0.0,3185.25,5626.25,4546.25
67.47072,a,,,1882.5,4188.25,6441.5,1912.5,1255.5,1134.0,1364.5,2543.75,3677.0,0.0,5708.75,5192.75
67.528145,a,,,5968.0,5158.5,5465.5,1840.0,1235.25,1126.0,1313.5,0.0,0.0,0.0,0.0,5180.5
67.586064,a,103.0,2.0,5766.0,8814.75,3476.5,1844.5,1299.75,1124.5,1265.5,2057.5,0.0,6952.5,5192.75,4059.75
67.64302,a,129.5,69.5,5301.0,0.0,3390.75,2090.25,1353.5,1127.25,1229.25,1730.75,0.0,0.0,0.0,3977.75
67.698886,a,,,5023.5,4160.0,3651.0,2674.75,1420.5,1134.25,1198.75,1749.25,0.0,4350.0,6021.0,3941.5
67.756612,s,,,5180.5,0.0,3665.25,3160.0,1498.25,1144.75,1176.0,1627.75,0.0,0.0,4382.75,3971.75
67.813661,s,168.0,74.0,4511.0,0.0,3912.0,3952.0,1598.0,1165.75,1151.75,1527.0,3412.25,0.0,4161.5,5355.75
67.872203,s,,,5301.0,1701.25,3884.25,4026.75,1699.25,1189.25,1150.0,1493.0,3766.25,0.0,0.0,3707.0
67.929955,s,,,5319.25,1629.0,3897.5,4918.0,1717.5,1175.5,1149.75,1491.0,3834.25,0.0,2361.75,5452.0
67.987457,s,,,5316.5,1634.25,3904.75,3824.5,1701.75,1189.5,1145.0,1544.5,3759.5,3997.5,2351.75,5512.5
68.045371,s,,,5255.25,1701.25,3909.0,4312.5,1671.5,1181.5,1163.5,1502.25,3437.5,0.0,0.0,3674.25
68.102999,s,,,5303.75,1618.5,3898.75,4908.75,1716.0,1168.0,1144.0,1526.5,3518.75,0.0,0.0,4419.75
68.160705,s,,,5298.5,1700.25,3918.0,4823.5,1638.0,1190.25,1149.75,1501.5,3443.0,0.0,0.0,3678.25
68.218255,s,,,5329.5,1634.75,3913.5,4120.5,1667.75,1181.75,1142.5,1480.75,3687.25,4090.0,1730.5,5468.25
68.275915,s,,,5303.75,1648.25,3858.5,4072.5,1698.25,1189.25,1142.75,1514.0,3384.25,0.0,0.0,5005.0
68.332973,d,,,5265.25,0.0,3880.0,3773.0,1649.25,1175.75,1150.0,1492.5,3766.25,0.0,0.0,5571.5
68.390681,d,,,5321.75,1702.0,3901.75,4830.0,1668.75,1181.0,1149.0,1480.5,3700.5,4017.5,2345.25,5482.0
68.450094,d,,,5316.5,1636.75,3888.75,4037.75,1693.75,1183.25,1142.75,1527.25,3535.0,2436.75,0.0,5422.25
68.510764,d,,,5308.75,1635.25,3872.75,3953.5,1630.5,1169.5,1164.5,1577.5,2305.0,4348.25,0.0,4741.0
68.569764,d,,,5232.5,0.0,3802.0,3243.0,1508.25,1145.75,1176.0,1648.0,0.0,0.0,0.0,5376.75
68.629585,d,,,5200.25,0.0,3608.0,2877.0,1445.5,1136.0,1198.5,1824.5,0.0,4070.75,4170.0,3952.0
68.688704,d,,,5329.5,0.0,4036.25,2128.5,1395.75,1133.5,1241.5,1747.5,0.0,0.0,0.0,3994.5
68.747608,d,,,5750.75,9296.25,3455.25,1898.0,1342.75,1127.75,1263.25,1939.25,0.0,0.0,5227.5,4037.75
68.806814,d,,,5906.75,4225.5,5549.0,1846.0,1298.25,1126.0,1279.0,2120.0,0.0,0.0,4808.0,4101.25
68.866164,d,169.0,74.5,6088.25,3912.0,4665.25,1911.5,1265.5,1126.75,1313.5,0.0,0.0,0.0,0.0,5217.5
68.925859,d,164.0,69.5,1909.0,3823.0,6597.75,1922.5,1253.0,1126.75,1367.25,2586.0,3667.75,2024.5,0.0,4163.25
68.985238,d,127.5,6.0,0.0,3832.75,4911.25,1868.75,1217.5,1128.75,1399.0,0.0,3701.75,0.0,3858.5,4528.5
69.044293,d,111.0,22.5,0.0,3880.0,4922.5,1789.25,1190.0,1142.25,1476.0,3578.0,4014.5,0.0,3680.75,4501.25
69.102297,d,121.5,69.0,0.0,3913.5,3673.0,1631.5,1169.5,1153.0,1597.5,3845.5,0.0,0.0,3900.25,1847.25
69.161016,s,111.5,68.5,0.0,3774.5,3748.5,1563.5,1158.0,1165.5,1666.5,0.0,0.0,0.0,3919.5,5144.0
69.2206,s,102.5,69.0,0.0,6157.0,2902.75,1444.5,1135.25,1198.25,1754.0,1306.25,0.0,0.0,3919.5,5190.25
69.277403,s,,,0.0,3725.75,2844.25,1437.0,1134.75,1199.75,1836.75,4099.5,0.0,0.0,3959.5,5278.0
69.335824,s,,,0.0,3732.5,2840.5,1436.0,1135.0,1199.0,1939.0,0.0,0.0,0.0,3973.25,5290.75
69.394543,s,,,0.0,3642.0,2199.5,1447.5,1136.25,1215.5,1834.25,0.0,0.0,0.0,3974.75,5255.25
69.453476,w,,,0.0,3694.0,2753.75,1422.25,1133.25,1213.5,1803.0,0.0,4379.25,0.0,3996.0,5446.5
69.512305,w,64.5,69.5,4316.0,3688.75,2891.0,1387.5,1134.5,1205.5,1772.75,0.0,0.0,0.0,3968.5,5275.5
69.572082,w,,,0.0,3678.25,2188.25,1446.25,1136.25,1208.75,1813.5,1302.0,0.0,0.0,3980.75,5395.25
69.630999,w,,,0.0,4040.75,2788.75,1429.75,1140.25,1206.0,1853.5,0.0,0.0,0.0,3974.75,5608.75
69.688096,w,68.5,68.5,4066.0,3671.75,2799.75,1446.75,1150.0,1214.5,1866.0,0.0,0.0,0.0,3971.75,4620.25
69.747968,w,68.5,68.0,0.0,3700.5,2884.75,1470.75,1165.5,1237.75,1867.25,0.0,0.0,0.0,4013.0,5537.75
69.807203,w,69.5,63.5,0.0,3820.25,2744.5,1452.25,1168.25,1244.75,1897.0,0.0,0.0,5887.5,3964.0,5232.5
69.864916,w,71.5,57.5,3990.0,3664.0,2905.75,1496.25,1184.5,1265.5,1905.0,4120.5,0.0,2441.75,3938.75,5574.5
69.924238,w,73.5,51.5,4227.25,3621.75,2847.25,1496.75,1198.25,1266.5,1826.0,3731.0,0.0,0.0,3943.0,5207.75
69.983887,w,74.5,51.5,3999.0,3573.0,2796.0,1496.0,1207.5,1290.5,1942.75,0.0,0.0,3597.75,3937.25,5501.5
70.048158,w,72.5,46.5,0.0,3516.25,3028.0,1545.75,1200.25,1294.75,1908.0,3764.75,0.0,0.0,3944.5,5509.75
70.112035,w,70.0,46.5,0.0,3506.0,3033.0,1509.25,1217.0,1304.0,1939.25,0.0,6654.5,0.0,3923.75,5526.5
70.175843,w,,,3888.75,3498.0,2776.5,1565.25,1231.0,1318.75,1963.75,0.0,0.0,4431.0,3918.0,5532.0
70.240026,w,59.5,49.0,3864.25,3699.25,3053.0,1576.5,1236.0,1325.75,1983.5,0.0,0.0,0.0,3901.75,5490.25
70.305354,w,54.5,49.0,6869.0,3494.5,3147.75,1555.0,1254.0,1342.75,1917.75,0.0,0.0,0.0,3925.25,0.0
70.370709,w,50.0,43.0,3854.25,3472.0,2941.5,1574.25,1264.0,1352.75,1999.25,0.0,0.0,4403.0,3904.75,0.0
70.434749,w,46.0,37.5,3835.75,3468.5,2960.25,1587.75,1278.25,1364.25,1947.0,0.0,4634.5,4501.25,3955.0,5449.25
70.499065,w,,,3827.25,3435.25,2991.75,1602.25,1291.75,1376.75,2022.25,3865.5,0.0,5769.0,3910.5,5449.25
70.563867,w,,,3811.75,3472.0,3057.25,1628.75,1301.75,1387.5,2133.5,3872.75,0.0,4515.0,3903.25,5419.5
70.628159,w,,,8865.75,3380.0,3113.25,1636.5,1311.75,1422.25,2143.25,2391.75,0.0,4524.5,3874.25,0.0
70.693173,w,,,8541.0,3356.75,3121.25,1651.5,1323.75,1434.75,2260.25,3875.75,0.0,0.0,3884.25,5408.75
70.757574,s,,,3758.0,3325.5,3100.5,1656.0,1341.75,1454.25,2116.0,0.0,6762.0,6174.5,1301.0,5235.0
70.819952,s,,,3740.5,3350.5,3019.5,1653.25,1327.25,1426.75,2072.25,0.0,0.0,4465.0,1301.0,5390.0
70.883976,s,,,3733.75,3339.0,3242.0,1618.0,1344.75,1450.25,2185.25,0.0,6737.0,6325.25,1551.75,5403.5
70.947813,a,,,3712.5,3333.75,2987.5,1702.5,1356.25,1470.5,2201.75,0.0,0.0,0.0,0.0,5435.75
71.010221,a,,,3736.5,3526.75,3152.5,1695.25,1362.0,1459.75,2280.5,0.0,6770.5,6318.0,1429.75,5414.0
71.074665,a,,,8453.5,3343.0,3250.0,1705.0,1364.25,1451.25,2083.5,0.0,6699.5,4499.5,0.0,5265.25
71.139345,a,,,3922.25,3518.75,3709.75,1783.75,1381.5,1428.0,2127.75,0.0,0.0,0.0,1512.75,5403.5
71.202965,a,,,7328.25,3506.0,4433.0,1871.5,1398.5,1409.75,1908.5,4109.25,4554.0,4158.25,1375.0,0.0
71.266229,a,,,4022.25,3543.0,4865.75,1793.0,1423.5,1388.25,1867.25,2028.5,0.0,4486.0,1315.5,0.0
71.328044,a,,,5673.0,3614.25,3319.25,1733.0,1438.25,1377.5,1738.0,4117.25,0.0,0.0,5250.25,4859.0
71.391409,a,,,4564.0,4158.25,5151.25,1877.0,1500.0,1365.0,1791.5,3593.0,0.0,0.0,4316.0,0.0
71.454842,a,,,4388.25,3828.5,3113.25,2052.75,1543.5,1371.25,1669.75,2953.0,3970.25,0.0,3814.5,0.0
71.51862,a,,,5729.75,4819.0,3336.75,2627.0,1512.5,1364.0,1604.5,2836.75,0.0,2912.0,5676.0,1158.25
71.58222,a,,,5521.0,8865.75,3241.0,2463.75,1600.5,1363.0,1555.75,2561.25,3922.25,2181.75,5903.5,0.0
71.645687,a,,,5347.75,3707.0,3285.75,2993.25,1669.25,1363.25,1499.25,2314.75,0.0,2180.75,5623.25,0.0
71.709746,a,2.5,54.5,4936.5,8500.25,4438.5,3241.0,1719.5,1376.75,1458.5,2131.75,0.0,0.0,4700.75,0.0
71.774575,a,8.0,50.5,5280.5,4692.25,3463.0,3906.25,1825.25,1388.25,1427.0,1966.75,0.0,0.0,0.0,0.0
71.839166,a,27.0,60.5,4888.25,7168.5,3573.0,4943.5,1856.0,1412.0,1401.0,1852.75,2680.75,0.0,0.0,0.0
71.902715,a,34.5,60.5,0.0,4971.0,3487.75,3348.25,1753.0,1447.75,1388.25,1798.75,3985.25,0.0,0.0,3763.5
71.965137,a,40.5,61.0,5030.5,6362.25,3589.25,6542.25,1830.0,1480.25,1386.0,1705.0,1699.5,4072.5,0.0,5270.5
72.028987,a,49.5,64.5,0.0,6027.5,3788.25,9510.75,1918.25,1520.25,1367.25,1757.5,2722.25,0.0,0.0,5382.0
72.093363,a,58.5,65.5,0.0,5865.25,3796.5,3216.75,2513.25,1556.75,1375.5,1631.0,3090.75,0.0,1843.5,5153.75
72.157927,a,67.0,65.5,1042.0,5643.75,3791.0,3299.0,2765.75,1516.0,1364.75,1584.75,2659.0,2001.25,0.0,5809.0
72.221745,a,73.0,67.5,0.0,5408.75,4063.0,3280.75,2583.5,1634.0,1373.5,1534.25,1789.0,3898.75,2158.0,5063.0
72.285884,a,85.5,67.0,0.0,5161.0,4667.25,3260.75,3124.0,1702.75,1378.75,1476.25,2106.25,0.0,0.0,0.0
72.349662,a,97.5,66.5,0.0,4890.75,3871.25,4451.75,3638.25,1789.0,1390.25,1445.25,2104.75,0.0,4554.0,0.0
72.412997,a,108.5,67.0,1305.75,4948.0,4330.25,3583.0,4312.5,1876.0,1411.0,1422.25,1911.75,0.0,0.0,0.0
72.477099,s,123.0,65.5,0.0,5072.5,6796.0,3533.75,5207.75,1786.25,1446.75,1402.0,1828.25,1628.25,2043.0,0.0
72.538559,s,135.5,66.0,5225.0,0.0,6362.25,3586.75,6610.0,1753.25,1471.25,1387.25,1718.25,3686.0,7002.0,0.0
72.603021,s,146.0,66.5,4938.75,0.0,4388.25,3583.0,6577.75,1836.5,1471.75,1386.5,1706.5,2011.0,0.0,0.0
72.668332,s,164.0,66.0,5252.75,0.0,4425.5,3596.75,6472.25,1829.0,1483.0,1386.25,1767.75,3671.75,0.0,0.0
72.733391,w,169.0,57.5,3571.75,4989.25,4624.25,4249.5,4904.25,1791.25,1479.0,1391.75,1729.5,3690.0,4072.5,0.0
72.797645,w,,,5347.75,0.0,6491.5,3584.25,6453.0,1847.25,1458.25,1384.75,1740.0,3550.0,0.0,0.0
72.863447,w,,,3542.0,0.0,4600.0,4155.0,6538.25,1760.75,1471.75,1385.0,1707.5,3703.25,2890.25,0.0
72.927891,w,,,5368.75,4962.0,4657.0,4217.0,3727.0,1823.25,1480.75,1388.75,1744.0,3530.25,0.0,0.0
72.992833,w,,,5316.5,4931.75,6310.75,3546.5,4955.0,1826.0,1502.25,1409.0,1730.75,3621.75,2799.0,7070.5
73.057299,w,,,5265.25,0.0,4319.75,3537.25,5821.5,1918.25,1523.0,1423.5,1755.25,3709.75,0.0,0.0
73.121327,w,,,5255.25,4913.5,6263.5,4173.25,5769.0,1952.0,1530.75,1436.25,1776.5,4188.25,0.0,7230.5
73.187861,w,,,5192.75,0.0,4314.25,3558.25,5916.25,1952.5,1570.75,1458.5,1824.5,3621.75,0.0,7116.75
73.253124,w,,,3463.0,0.0,4325.0,8071.5,3414.5,1937.25,1580.5,1465.25,1858.25,1627.0,4008.25,6745.25
73.318054,w,,,5202.75,4861.25,4558.0,4143.5,4821.25,2008.0,1606.25,1489.25,1854.25,0.0,0.0,6970.5
73.383122,w,,,3433.0,0.0,4309.0,4821.25,8836.75,1997.0,1618.0,1503.0,1899.5,0.0,0.0,7079.5
73.44771,s,,,5202.75,0.0,6014.25,3589.25,5245.25,2077.0,1648.25,1528.5,1958.75,0.0,0.0,0.0
73.510313,s,,,3429.75,4850.0,4287.75,3108.75,3391.75,2033.75,1648.5,1531.25,1897.0,3646.0,0.0,0.0
73.575276,s,,,4821.25,0.0,5987.75,3793.75,5583.0,2104.0,1631.0,1545.25,1908.0,0.0,0.0,0.0
73.639917,s,,,5153.75,0.0,5958.25,3094.25,7975.75,2002.0,1669.75,1555.75,1958.75,0.0,0.0,0.0
73.702733,d,,,5153.75,0.0,4275.5,3098.75,3494.5,2130.5,1687.75,1561.25,1960.25,0.0,0.0,0.0
73.765424,d,,,5165.75,0.0,5971.5,3578.0,3857.0,2135.25,1695.75,1570.0,1964.5,0.0,0.0,0.0
73.829901,d,,,4020.75,4868.0,4280.75,3083.75,5288.25,2109.75,1684.5,1563.25,1980.5,0.0,0.0,6638.25
73.894418,d,,,3551.25,4823.5,4546.25,3074.0,4534.5,1965.0,1651.0,1586.25,2098.5,0.0,0.0,0.0
73.958688,d,,,1088.0,0.0,6534.5,3536.0,3857.0,2003.75,1626.25,1614.75,2157.5,0.0,0.0,0.0
74.022131,d,,,1085.0,0.0,6762.0,3301.0,4952.75,2087.0,1601.75,1630.75,2328.5,2407.75,0.0,0.0
74.083699,d,,,1392.0,4736.75,4628.25,3570.5,3947.5,2029.25,1573.25,1679.25,2490.5,2907.25,4516.75,0.0
74.148051,d,,,0.0,5200.25,8077.5,3599.0,3692.5,1938.0,1561.75,1718.5,2601.0,0.0,0.0,5955.0
74.211951,d,168.0,65.0,1366.0,5316.5,8453.5,3424.25,3238.25,1870.5,1559.0,1744.25,2682.25,3841.25,0.0,0.0
74.275603,d,159.0,66.5,953.75,5419.5,9435.5,3381.0,2869.25,1788.75,1560.75,1771.75,2930.25,0.0,0.0,5507.0
74.340167,d,143.5,66.0,896.75,5690.75,4188.25,3465.25,2251.25,1755.0,1559.75,1846.75,3200.5,0.0,0.0,5195.25
74.40634,d,132.5,65.5,848.25,5840.25,4852.25,5729.75,2137.75,1727.25,1578.5,1906.75,0.0,0.0,0.0,5200.25
